comment_text,is_toxic
"WHAT IS THIS RATED??? 

I have been tring to find out what this is rated for forever.  You Know like R and G and PG and stuff?",0
"Why do you assume that I'm a native speaker of English? Why don't you simply accept that I'm having messages relayed from an alien planet on which, despite multifarious differences, something akin to the Roman alphabet developed in parallel, complete with 'e,' 'o,' and the 'ee'/'oo' innovation in the more advanced cultures? Why do you insist on putting something called 'regularity' (= 'one grapheme one function'?) above efficiency in conveying the full range and variety of phonemes? Stereotypically German or what?",0
HAHA THIS IS MY FUCKIN PAGE!!!!!!!!! I CAN DO WHATEVER I WANT!!!!!!,1
"Need Your Help With Publishing My Article in Google
I'm the author of the article, 'Falcon and Magluta'. I found your name on my article, so I assume youre helping me with it. I already finished the article. But I cant find it in google when I try to google it. How can I get it in google? Appreciate your feedback.",0
stop fuicky reverting my fucking edits it,1
"Rebuild 
I enjoyed this page when I first saw it about a year ago.  I have some of the public domain pictures that were originally posted here but have now been deleted.  It has been sometime since the originator has posted.  I just recently became a member of Wikipedia and am still learning how to post things.  I will try to replace some of the pictures that have been deleted.  I also think it is a good idea for anyone else to add their own examples of Korean pieces if they feel it will add to the educational value of this site.  I have some of my own that I plan to add. I believe that it is in the best interest of Wikipedia to build up and not tear down.
 5 Oct 2008",0
"""

 Legl683 

Hi Peridon,

I have to respectfully disagree with part of the advice you have to a new user on User_talk:Legl6836#Help re. Emotion - viz. """""""" - I think that gives the wrong impression to a new user; as I've explained on their page; yes, technically it is true - but at core, yes, you do need refs for almost every fact (except common knowledge), if you don't want someone else to remove it. """""""" is poor advice (IMHO). If a new user does not understand the clear, core value of verifiability then they are very likely to experience huge problems - especially as, in this case, they're mistakenly introducing original research.

Hoping that you don't mind this criticism, which I want to be constructive. I also hate to contradict another 'helper' but in this case, felt I had to, and tried to do so as diplomatically as possible (as you'll see on eir talk). Best,  ►  """,0
Stuff keilor downs u suck,1
"Judicial Shamanism

In response to this:What do you want? –Support for its deletion per Judicial shamanism? Is it not sufficient simply to cite the deletion of its identical prædecessor as grounds for the deletion? Or did you mean something else?",0
"Arrogance

I have a question i would like to know the answer to. Why is it that wikipedia users think that they are in some way above everyone else? This belief comes acroos as arrogance in everyday life, giving wikipedia a bad name.",0
Hi! Jetblue is not a buy on board airline. http://www.jetblue.com/about/whyyoulllike/about_whysnacks.html - Only alcohol is for charge.,0
"""

 Requested move 28 December 2015 

:Nepal Bhasa language →  – Nepal Bhasa is the official term given by the government of Nepal. Also, the original name is """"Nepal Bhasa."""" The term """"Newar"""" or any other terms other than """"Nepal Bhasa"""" are blatantly misleading, non-veracious, unscientific and derogatory.   """,0
"You're suggesting I fly from Vancouver to the east coast multiple times a day to rv your edits? You may do an IP search on me if you wish...I don't mind if it'll put you at ease. My suggestions were only to try and assist you. Your edits required help and I gave it to you. You were pushing 3RR the other day which can get you blocked. Since you are getting familiar with Wiki policy you should read WP:AGF, WP:NOT and WP:NPA. You have an multiple IP's, an admin and a MightyMoose all trying to make sure your content is valid, verified and in the proper context for an encyclopedic BIO. Don't push them away just because they view your contributions differently then you do. It's a good community(for the most part) that just wants to create something unique. You'll be a welcomed part of it if you work with everyone rather than soapbox your ideas. Also, sign your talk page edits with 4 [tildes ~] Good day and good luck.",0
"""

 Mark Foley? 

I highly doubt there's any joke about Mark Foley, it's just a generic SP cop joke: """"lololol you shot a guy for no reason?""""""",0
"""

Or epistemology. Or logic.  We can thank Dewey and the Pragmatists for that.  But I digress. 
While an autodidact (notice the second 'd') is defined as a self-taught person, it is not necessarily the case the reverse is true. 
But we are also talking about connotation and a quirk about English grammar. When you say a person """"is self-taught"""", because taught is in the past tense, it gives the impression of being in the past. It is also ambiguous, as people are likely to say/think/ask, """"self-taught in what?""""  But if you say a person is an autodidact, it maintains the present tense and does not suggest when the self-teaching occurred.  It also implies a general sense of being self-taught. For instance, I taught myself how to program computers. But I don't go around claiming I'm an autodidact. With Langdon, if you say he is """"self-taught"""" and mention his IQ and status as a bouncer, well, that hardly gives a meaningful impression. 
For that reason it's as I stated earlier  an approach to learning. Langan is generally self-taught (or something like that), but more critically, I think, his attitude seems to be """"why should I bother learning from someone who is my intellectual inferior"""". That's the impression I got from the video interview. 
Having said that, I assume someone else did call him an autodidact, right? Because if not, then the whole thing is OR. 
 
""",0
- extended for 7 additional days.  0001,0
"Enginer Scottie 

... is an account intended to impersonate me (use the  tag for that, but I have good reason to believe that it is",0
"""
Sorry, there was a User who was vandalizing my page. Um, GPA is Grade Point Average. Do you want to move this discussion to my talk page? That way we don't clutter up Yunshui's. Smalls """,0
"""

 Son, I am disappoint. 

You could be studying to get a Ph.D. in biochemistry or a doctorate in medicine, but you waste your life deleting crap and blocking sock puppets on Wikipedia while simultaneously fapping to CP. Give me one good reason why I shouldn't whoop your ass to get you back in shape.  """,1
"""

 Some things to note about Stalin 

1., Many and most photos of Stalin are either heavily doctored or even fake. He was known to aviod photographers because his face was ugly from heavy pitting and canker. He had a number of better-looking doubles (stand-ins) to serve in PR opportunities. He used to stand on high/remote pedestrals when must appear in public to avoid close scrunity.

2., It is a commonly held opinion in Eastern Europe (I think it is a fact) that Josif Dsugasvili was an ordinary highwayman by profession before he joined the revolutionaries. He used to rob trains with a grops of outlaws, forcing people to stand and deliver.

3., Isn't it strange the Stalin Wikipedia article does not include the word dictator / dictatorship (or anything that starts with dict*) at all according to IE's search? Political correctness should not run amok, especially considering this is english language Wikipedia and US people know very little about foreign relations and history by school education, so it is easy to indoctrinate them by """"kind ol' Uncle Joe"""" babble. Or do you think only ancient roman leaders can be called a """"dictator"""" per definitionem? Most of Stalin's actions were clearly outside the realm of politics (which means debate and negotiations vs. headshot) so calling him a politician is an offense to leaders who spent their entire life serving their nation and all of its citizens in accordance with the people's will.

4., Did Stalin murder his wife? Has this issue been settled conclusively?

5., Hungarian people depicted while expressing their most sincere sentiments towards dead Stalin by toppling and decorating his giant statue in Budapest during the 1956 revolution:
""""http://www.sulinet.hu/eletestudomany/archiv/2000/0042/forr/1319-2..jpg""""

Regards: Tamas Feher from Hungary
""""etomcat@freemail.hu""""""",0
"Another website, though it maybe viewed as biased: http://www.unitedmacedonians.org/newspaper/dec99/nhl.html",0
"Exactly. The treatment I have received from Phil Welch, an individual who is on an obvious power trip and abusing his administrative resources for personal gain, is nothing short of outlandish and embarassing to Wikipedia. I have consistently been a strong contributor to numerous articles and it is somewhat demoralizing to have been blocked from editing a page of which I was one of the primary creators of. This behaviour on Phil Welch's part strikes me as being ridiculously hypocritical.",0
"Dennis Stamp Article
I see that you deleted this article back in September.  How do I go about bringing it back to life?  Dennis was actually a fairly notable wrestler in Texas and Florida in the 70's.  He held numerous (10) N.W.A. championships and was even featured in Sylvester Stallone's movie Paradise Alley in 1978.  Because of his somewhat dubious appearance in Beyond the Mat in the late 90's he has gained a bad rap as fancruft, but I think he is really a valid notable part of wrestling history from the 70's in the South.  Please advise.  Thanks.",0
"""

So what the hell is this International Front then?  Something you made up?  Where did the diagram come from?  We certainly don't need an entry on the """"front"""" that you describe and certainly the article refers to the World Islamic Front... bin Laden certainly would have no part of such a front as you describe.  Maybe I don't understand what you're saying but this sounds like original research to me, and it sounds very far afield of what is described in this article as relating to the 1998 fatwa. """,0
"|listas = Phillips, Melanie",0
"u fucking prick 

hey cocksucker
well done for fucking up two perfectly good articles on the cadet rifle.
why dont u just fuck off and die
u removed perfectly good information just because as a dick loving faggot you didn't like it
huh?
where is all the information about the new gun?
the differences?
the improvement?
that u deleted made all that clear.
and then it was merged 

as per discussion there was no discussion cunt

did u ever read the articles u merged dick face or r u 2 fcukin dumb
see you been done for editing warring 
i know the answer

so fuck off, off off and take your clueless  hard on guns with ya.
cunts like you wank over guns but u know shit about them",1
"Welcome! Sometimes I hit it on the head and it's considerate of people to let me know, else I miss it. ;-) Further on the subject of code, I replaced all the boxes in that template with unicode (as opposed to HTML entity) middots, which shouldn't suffer the same code-legibility complaint. It's something of an improvement in the meantime.
I too am signing off soon; best of luck in your new approach when you return. —  ✎",0
"April 2011 (UTC)
Repaired; any measured appropriate comments Mr. Rubin (tweaking), or anyone else?  97.87.29.188  22:37, 5",0
"People are allowed to like a movie you dislike, you know.  Just some useful information.",0
"User messages. 

Please do not leave messages on my user talk page.",0
"South America 
Camino Real in Peru may be a good entry.  These are the roads connecting the Inca Empire throughout the Andes.  It is historical, but El Camino Real is notable, and a street, so I dont know if it should be included",0
"Split is complete, all the information in this article is now in the Diet of Hungary. This article may be deleted/redirected.",0
"Vicomaster 
Thanks for letting me know. I've watchlisted the page now, and will be interested to see what VicoMaster produces in response to Sandstein's suggestion. Putting his money where his mouth is, if thats the expression.",0
"External link: Why imaginary numbers really do exist 

Apologies if the author is reading this, but I find that article pretty silly.  Would it be okay to remove the link?",0
"Ed Poor 

Against my better judgement, but out of courtesy, which I promised to Duk before, I wanted to mention that I mentioned your name again on my talk page.",0
"Also, I Ohnoitsjamie am a homosexual who likes butt sex.",1
"WISE IT LAD

WAKA FLOCKABig textBig textBig textBig textBig text",0
"? 

What's your deal guy?",0
"Importing Module:Convert 

At my test2 talk (last September), you mentioned that there is currently no way to import a page from test2 to here, but that in principle test2 could be added as an import source (diff of your comment).

My reading of Help:Import shows that I do not have the rights to do an import, even if it were possible. Also, it seems unlikely that test2 would be added because import looks like a big deal (although something specifically for importing modules conceivably could be done, and no doubt someone like  could import stuff if required.

There's no rush, and we'll see what takes place when Scribunto is enabled in a day or two, but I would like to import Module:Convert and Module:Convertdata to here for easier comparison with the existing templates. My current intention is to create the modules here with a copy/paste and a suitable edit summary including a link to the source (I would do that after the Module namespace is created here).

The next issue would be to create a template to invoke the module. Obviously it won't be Template:Convert. I could do a user subpage then test with something like {{User Johnuniq:convert|...}}, but that is klunky, and would be unsuitable in an article if I get bold enough to see how it goes in an article with some convert templates. Another possibility would be to create a standard template, something like [[Template:Xconvert]] or [[Template:convertz]] ( exists).

Do you have any thoughts about the copy/paste or template?",0
"""

Reply Remove Incorrect Libelous Comment By Media Lawyer 

a)Incorrect. Richie Ramone did not say such he would sue them for 20 years. That did not happen Source please?

b)Incorrect. Richie Ramone did not say he would """"sue and reap millions"""" There are no interviews with Richie Ramone about his lawsuit. Only statements from his lawyers.Sources please?

c)Incorrect. Most do not say Richie Ramone was """"embittered"""" that he left. Tommy left, CJ left, Dee Dee left. End Of The Century actually advances the case that it was an impossible situation to be in the Ramones. That is public record. Source please?

d) The band did not continue to be successful. Source please? The band was never financially successful, as far as album sales, and it got worse after Richie left. They were dropped by Sire Records that same year. The band deteriorated, due to Dee Dee's quitting in 1989. Most sourced information is that they were on a downhill slide from then. According to USA today, they sold most of their albums after Joey's death in 2001. To date, Ramones CDs with Somebody Put Something In My Drink have sold more than 1.3 million copies. Smash You was released as the title track to Loud Fast Ramones. 

e)Richie Ramone did not sue his """"dead band mates"""". He sued the Estate of Johnny Ramone as well as Ramones Productions. He did not sue the Estate of Joey Ramone, nor the Estate of Dee Dee Ramone, nor has he sued the wives and relatives of Joey Ramone and Dee Dee Ramone. Source is the lawsuit. He did not sue Joey's brother Mickey Leigh, Dee Dee's wife Barbara, nor Joey's truly execptional mother Charlotte Lesher. 

First Media Lawyer says the band continued to be successful, and then it's that they have no money. Fact is, Ramones productions is a very lucrative business. Again, USA Today reported in 2002 that the band sold millions of units since Joey Ramone's death. That is according to Soundscan. Paper Magazine and others have reported on the big business of marketing Ramones since the sad passing of Joey Ramone. Media Lawyer's statement that the Ramones are in """"hardship"""" is not sourced. 

Request: Please remove what we believe is libelous incorrect TALK comment by Media Lawyer, unless Media Lawyer can produce reliable sources. At the very least, none of it is sourced.

Thank you.""",0
"Pride & Predator
Despite the title, and plot detail involving an alien, there is no evidence that this Predator alien is in anyway related to the Predator of this franchise. Until an official source explicitly states otherwise, this film does not belong on this page.",0
This can be seen in the policy WP:TERTIARY.,0
"Re: Re: Why did you delete Nirvana?
Can you tell me from where was the text copy pasted? i have read all the wiki guidelines and priciples. The nirvana article in no way violates any of those. 

And for your information, I started the Nirvana school in SVNIT along with my friends. And the content written in my article was done by my batchmates and me. So the content is 100% original. Just like Mindbend, Sparsh and Entru-meet, Nirvana is an essential part of SVNIT. It is a year long celebration of life, love and benevolence at SVNIT. So please add it back.",0
"Welcome!
Hello, , and welcome to Wikipedia! While efforts to improve Wikipedia are always welcome, unfortunately your contributions are not written in English that is good enough to be useful. You appear to be more familiar with Spanish; did you know there is a Spanish Wikipedia? You may prefer to contribute there instead. In any case, welcome to the project, and thank you for your efforts! If you need help, please feel free to notify me on my talk page.   

¡Bienvenido!
¡Hola , bienvenido a Wikipedia! Si bien todos los esfuerzos por mejorar la Wikipedia son bien recibidos, su nivel de inglés parece no ser el idóneo para hacer contribuciones de utilidad. ¿Sabía que existe una Wikipedia en Español? Quizás prefiera contribuir ahí. De cualquier forma reciba la más cordial bienvenida a Wikipedia y nuestro agradecimiento por esforzarse. Si necesita ayuda, puede notificármelo en mi página de discusión.",0
"what? - you really are rabid sectarian aren't you? If anyone dares think it likely the Assad regime was responsible for Ghouta, -like  AkeSellstrom , who said theories pushing rebel responsibility were poor, - they must necessarily hate Shia? Deplorable sectarian nonsense. 92.3.6.6",0
Every Last Child has been nominated for Did You Know,0
"December 2010
Please stop the foolish edits to the article on Christopher Lloyd. Adding obvious misinformation to articles is considered vandalism and will quickly get you blocked.",0
""" 2007 (UTC)

 TedFrank, your response here is insufficient in light of the history of objections to your deletions of others' work, and in light of the sincerity and length of the editor asking the question. You have a history of taking unilateral actions without discussion or consensus and then giving impoverished responses as you """"reason."""" See similar expressions of concern from other editors above and below this post. Please stop. This is a warning.  04:29, 28 July""",0
"If this was on Francis' page, it surely would be wiped out. Oh well...",0
"I examined the supposed source for that claim in the Deviants article, Joe S. Harrington's Sonic Cool: The Life & Death of Rock 'n' Roll. It does not support one single detail of that claim. The unsupported claim and its false sourcing have been deleted from the Deviants article. Case closed.—",0
"""
I will review it. It is possible I might have conflated edit waring and vandalism. I will try to be more specific.  ☎ """,0
"my account i made cannot edit this page, so i am doing it anonymously. btw. please unblock me for someone elses issues. block them.",0
"okay that was gay like me....absolutely....uninformative, gay like me im gay mutha fucka! ooo i want sum cock ass hairy balls1 im gay",1
REDIRECT Talk:List of Bloody Roar characters,0
"My real advice is don't be a dick. I have nothing further to say to you or your baseless threats and rantings. You are out of line and have been for ages. I am NOT going to go google something to substantiate a claim that you made! I am sick of the way you have been treating me, talking to down to me and insulting me. Pathetic. If you can handle substantiating claims, then don't make them. You have been attacking me through out and turned this talk page into a crusade against me rather than focus on the topic. You clearly have psychological issues. You have proved nada, only substantiated my claims. And I firmly stand by them. I have raised valid concerns. You have nothing but evaded, attacked, been incivil and then go around calling people dicks. Feel free to take it anywhere. You are in the wrong and clearly you don't understand how to talk to people.",1
"I don’t know how a statement of consensus needs to be written or supported, so I recommend this one:
Following an editing war in October of 2009, a consensus has been found that Barnard degrees are awarded by the Trustees of Columbia University, and that its students are members of the Columbia community, as described in the Barnard Columbia Affiliation Agreement.
Best,",0
"Srebrenica Genocide

If you want to edit Srebrenica Genocide article first read it!",0
"== ATTENTION ==

Poop....that is all

this page will self destruct in 10 seconds, i suggest you leave the FCS computer lab... or press ALT+F4 right now.",0
"Re: Neutral point of view 
I have cited at least one source to back up the facts I added to the players. Adding their strengths does not reflect my  opinion of the players, it is a fact. The players are recognised worldwide.",0
Have fun in Hell little Fascists69.14.97.53,1
"My reasonings for 1801, as opposed to 1707. The Kingdom of Great Britain & Ireland were each single entities when then merged. The Anglo-Irish Treaty is inclusive as it created the current status of the UK. The Norman invasion is best left 'only' in the England article. Why do I see it this way? If we go back far enough, the UK would be divided into many kingdoms - Strathclyde, Essex, Sussex, etc etc.",0
"Stop editing my talkpage 

You have overstepped the line. Your warning is inappropriate and your reverts are even worse. Stop now. 98.92.187.224",0
"Irish Chicagoans
Hi there. If you are still interested Category:Irish Chicagoans is currently nominated for deletion: 
[]",0
Try blocking every IP address I will be using over the next 6 months...,0
"Check this, if you can't see the problem through my text.
http://www.businessweek.com/magazine/content/02_48/b3810019.htm Shshshshs is abusing this graphic for his purposes.",0
"I'll give you this one but, I have seen Dr.doom in this game once i find the link i'll show you..",0
"It's not a fu©king joke, you motherfu©king idiot, and worthless stupid cunt! Go die in hell for being such a bastard! It's true go to St. Peters Recplex yourself you bossy 1 year old! I hate stupid retards.",1
Why not merge this into part of the Pakistan page? Seems like you blanked the individual stamp pages...,0
"Hey
How are things going here? I was supposed to be on Wikiquote but i ended up here   

 Feelin Horny 

Hi, I am a 21 year old shemale from bangladesh in Toronto looking for hot guy.girl anal action. Please email me at cumswallow@hotmail.com
I charge $21 dollars an hour.",0
Ok. You do NOT get content correct. You screw up CONTENT. You shouldn't be allowed to run anything that allows you to talk about CONTENT.,0
"why 

why would you delete my post? something wrong?",0
"Gustav Holst influence

There is no mention of Gustav Holst as being an influence for Williams. Yet, if you listen, the motiv of most of the song are directly taken from motiv from some of the Planets works of the same composer. Need clarifications. 09/01/01 - 16:00",0
"Natalie Started as a Correspondent and Sub anchor, But she din't Permanently join until Late 2005-Early 2006. 
Here is her Biography on Today Show Website: http://today.msnbc.msn.com/id/3080436/http://today.msnbc.msn.com/id/3080436/",0
"Deletion of a sub-article 
, spun out of this article in February of this year, is now listed at Articles for deletion.",0
"help
This 'Historian' now thinks that 'Sanhedrin' is closer to Neturei Karta than to Kach. He is also seeing a fusion of Kach and Neturei Karta, since 'both oppose the state'. I tried to clarify it, giving some examples of the thought of NK and Kach (without naming either), and what is his conclusion - 'the press releases of the Sanhedrin so far are more like NK'. Please, please, try to explain to him that I am right. How do you explain Jewish politics to somebody with the brain of a fish??  | (talk)",1
"""Welcome

Hello and welcome to Wikipedia!  We appreciate encyclopedic contributions, but some of your recent edits do not conform to our policies.  For more information on this, see Wikipedia's policies on vandalism and limits on acceptable additions. If you'd like to experiment with the wiki's syntax, please do so in the """"sandbox"""" rather than in articles.

If you still have questions, there is a new contributor's help page, or you can write {{helpme}} below this message along with a question and someone will be along to answer it shortly.  You may also find the following pages useful for a general introduction to Wikipedia.
The five pillars of Wikipedia
Help pages
Tutorial
I hope you enjoy editing and being a Wikipedian!  Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. Feel free to write a note on the bottom of User talk:Dougwellermy talk page if you want to get in touch with me. Again, welcome!    """,0
No mention of the anti-war protests and peace activism in the Neutron bomb article? I remember there were huge demonstrations in the 1980's to stop neutron bomb making.,0
"Alyssa Mautz is a Canadian 

Here is the source",0
"I'm not clear whether a picture of a child's genitalia is legitimate or not - you appear to be more familiar with the way it works than me; perhaps you should ask whether images of children's genitalia are acceptable on Wikipedia.

I object to it for several reasons.  The is first that it is an image of a child's genitalia (albeit deceased), which is not usually accepted online for non-intersex children, and I am not sure why intersex childrens' genitals should be an exception to this.  Second, the example in question is quite an extreme case, where the child had a number of complications which meant it did not survive, and the genital ambiguity was one aspect of those complications.  I would worry that people seeking information and support would find this paper quite shocking, and as you are no doubt aware, it is an extremely rare case which has limited bearing on the experiences of the majority of intersex people.  So, is it a representative image (and link) on intersex?  No, it is not.  So, why is it there?  Finally, I resist the reduction of intersex issues to simply being about genital ambiguity - just as I resist the reduction to XY/XX chromosomes and all that entails.  I am sure that there would be better, fully consensual, images available if required - although I am not sure why they are necessary.  People who are involved with intersex in some way will not find it informative or helpful, so the only purpose appears to be either for 'shock' value or voyeurism, neither of which seem valid reasons for having the picture on Wikipedia.",0
"Your linked policy there doesn't apply to anything I've done. A sentence or two is not a long sprawling list of stats. Any of the games that get more than a few sentences get them because of their significance, such as the Steeler/Packers game last year where he broke a ton of records while leading a big GWD. Stats tell you what happened (but not how). In sports, that is very important, for teams and individuals. I don't think you're looking at enough season recaps for other QBs to really compare what the alternative would be. Based on what you're saying, you would deem those pages as being long sprawling lists of stats as well. I gave the articles some style by adding some structure to it. This way if you could go back and do it for past seasons, everything would be consistent. Right now, the old seasons are largely unsourced and the writing is too bulky at times. Just get the short description of what happened and everything's fine, concise and to the point.",0
"Well I would certainly agree with Hugh Schofield, the BBC man in question, and with the editor who included Levy's remarks. Certainly they're very notable for the affair and of course Levy is very eminent. But what struck me about the original contribution was that it was sourced to the BBC in general  ... 'the BBC notes' rather than to somebody at the BBC. No British writer would ever do that because of course the BBC aims, rather like Wikipedia, to provide balanced coverage and offers a representative range of views. It would be rather like an English writer citing a remark of Jean-François Kahn's but sourcing it instead generically to Marianne. There are a number of British journalists who specialise on France of which | John Lichfield is my favoiurite. This is JL on the Houellebecq-Wikipedia affair. He also wrote a very perceptive review of Platform, one of the few French novels I've struggled through in the original, and which I thought was anarchically funny though I do finds 'Wally' rather bleak. I gather lives in Ireland which is extremely curious. 

Thank you for responding",0
"""

Hello, , and welcome to Wikipedia! Thank you for your contributions. I hope you like the place and decide to stay. Here are some pages that you might find helpful:
The five pillars of Wikipedia
How to edit a page
Help pages
Tutorial
How to write a great article
Manual of Style
I hope you enjoy editing here and being a Wikipedian! Please sign your name on talk pages using four tildes (~~~~); this will automatically produce your name and the date. If you need help, check out Wikipedia:Questions, ask me on my talk page, or place {{helpme}} on your talk page and ask your question there. Again, welcome!  -   
Thanks very much for the welcome message.   
No problem - we always need more help here on Wikipedia! Before you remove or swap any more images on aircraft articles you should probably have a read through Wikipedia:WikiProject_Aircraft/page_content#Images. -   
OK, thanks for the pointer.   
If you are going to be working on aircraft articles you may want to join us at Wikipedia:WikiProject Aircraft. We have a very good group of editors there working to improve the existing articles and write many new ones each month. We can always use more help!-   
Thanks, I'll probably pass on that suggestion - not only am I constitutionally not much of a """"joiner"""", but aircraft articles are just something I think I would work on in passing, rather than as a concentration.  (My son is into Microsoft Flight Simulator, so I come to aircraft articles in response to his questions and suggestions.)If it turns out that I wind up working on more of them than I expect to, I will definitely reconsider your suggestion.  Best,   

 Revisions of Jeff Manning 

You have a new message on my talk page.    
Thanks!   

 Re: Swine flu 

I'm running Mozilla Firefox v3.5.5 on Mac OS X @ 1440x900 px.  (talk) 
Your new try doesn't exhibit the spacing problem like before. I still think the centering is less readable personally, but I won't quibble over it.  (talk) 
(responded on talk page)   

 Pinewood Derby 

This is an article about the Boy Scouts of America. In addition to standard style guides, the official BSA style guide Language of Scouting is also used. The name pinewood derby is in lower case except when referring to a specific event. This is in line with other major style guides. -'''''—  '''''talk 
I'm not sure how the Boy Scout's style guide is relevant here, as we are not a Boy Scot site.  """"Pinewood Derby"""" is clearly a proper name, and proper names are generally capitalized  I think that takes precedence over the Boy Scout's style guide.Can you point me to a discussion in which the consensus has been to use lower case in this instance? Thanks.   

 Please, do not disrupt an article 

The Thong (clothing) article needs a lot of improvement anyways. Let us not hinder the process by putting sub-sections in ungainly places, and move the pictures about in in ways that disrupt the page layout",0
"""

 Your characterization 

I think your characterization of my comments as """"strange"""" on the  is unfair.  I think if you read the message that I linked, you would agree that it is not a message you would like your mother or sister to receive.  I would ask that you removed your remark that characterize my comments as strange.  They were a normal reaction for a very nasty message.  I could have had him blocked but chose to give a chance to apologize, which, of course, he never did.  Thanks   """,0
"Polypodium
The polypodium link goes to a plant page, not a jellyfish page.  Is there any reason for this?  How can an animal be related that closely to an archaeplastid?",0
"I was under the impression that if the user refused to discuss the issue, or refused to listen to valid sources, and forced their opinion that is is vandalism. Localzuk refuses to admit the dictionary as a credible source, ergo i thought it was vandalism.",0
I am a dubass who knows nothing about Hinduism.,1
"Talk 

I have made my points on my articles.",0
"""

This article is rubbish!
Statements like """"The term is often used inaccurately to describe an energetic person"""", and """"Japan is often portrayed as having a workaholic culture"""" have no basis in fact, or relevance. """"Workaholic"""" is just a colloquial/slang term and should not be treated as a medical entry. The only relevance of an article would be regarding the term's entymology, which would be better placed in a deictionary. I nominate this article for deletion.""",0
"""
I'll concede the """"shoutaboutastic"""" (though only because the English Wikipedia is read by many for whom English is not a first language) but if you pay closer attention to the half a dozen or so examples of true """"myths"""" I have provided above, you'll see that they are indeed factually correct - that is, that what is alleged to be a myth is in fact a fact. Now, we could waste time discussing whether the word """"myth"""" always implies falsehood but let's not bother. Let's take the """"myth"""" in """"Euromyth"""" to mean exactly what the coiners of """"Euromyth"""" intended it to mean: a falsehood about the European Union. It would also save a lot of time if you and other Wikipedians just accepted that there are dozens of other examples of non-mythical Euromyths out there. Is that acceptance likely? No. The Commission has spent billions on propaganda in the last two decades. (Will I keep chipping away at the Commission's outrageous Euromythmyths? Not while sober, no. Who would?)   

""",0
"Your Edit to FedEx 

Thank you for experimenting with  Wikipedia. Your test worked, and it has been reverted or removed. Please use the sandbox for any other tests you may want to do. Take a look at the welcome page to learn more about contributing to our encyclopedia.",0
"""
While you're within your rights to nominate the article at WP:GAR, in this case I don't think it's a good idea. The original review wasn't in bad faith, nor was it lacking detail or suggestions needed to bring the article up to GA standards. In those cases, it's usually easier to fix up the article, address the review comments, and then renominate it at WP:GAN. Either way, there are still several outstanding points from the original review that haven't been addressed, and failure to do so means that the article still doesn't meet the standards for sources, referencing and research.  →  """,0
"Ok Send me the link to put my reference 

Send me the link so that i put the information of the image i cant find it now.",0
"The last game Andrés Guardado played for Mexico was on 16 August 2012, so i added that date (and it's 16 August 2012, not August 16, 2012), the last game he played for Valencia (also first) was today, 19 August, i added that, will add now a ref to storyline. The exclamation points were exaggerated yes, but not an insult.

Desculpa, só queria ajudar, podes ir á WP:FOOTY e vemos no que dá",0
"2008 (UTC)

As for the question, if races exist, the answer is clear: Races don't exist, because Spencer Wells, Guido Barbujani and Alan Templeton say they don't. Every other opinion is a misinterpretation of facts by racist bigots. Well, there are few seemingly racial clusters appearing in recent genetic studies, and they very well agree with the classical anthropological division of humans. Furthermore, when geographical distance is constant, the genetic distance between groups within these clusters is several times lower than between groups from different clusters. The main detected bareers of genetic flow are also consistent with the borders of traditional races. Moreover, the genetic distances between these clusters are typical for mammals routinely divided into subscpecies by biologists. However, this all must be due to some misinterpretation of facts by racist bigots, because Spencer Wells, Guido Barbujani and Alan Templeton say that race doesn't exist.   22:56, 22 April",0
"""

Bigfoot

Welcome back. Like the Devil and Daniel Webster. True, the intro is a mess and it must be made clear that Bigfoot is not a proven zoological species, but is tentative, and unproven. But the search goes on for evidence. The extreme LENGTH of this search leads researchers, with or without PhDs, to speculate that there may be a""""Plan C"""" where the beings may be neither hoax, (too many sighitngs for that) nor zoological (no body) but instead may be a theoretical space-time creature. This has not yet been stated. It needs to be. Skeptical editors can relax and know that skeptics are correct, there is no zoological Bigfoot nor Yeti. But there is something else. This is being ignored and swept under the rug. Always remember that with no official funding, """"mainstream"""" science has no positive opinion on the topic, and the work goes on by unpaid PhDs and many amateurs, and one paid non-academic.

Now, we, the Six, on the BF Edit Committee in Berkeley, will edit and re edit, and revert 
until the end of time to get the true and correct word out to readers. We will NOT
go away. Editors would be well-advised to work with our suggestions, since we know the literature and most editors never cracked a book. They, except one or two, do not kow squat on the topic, and most are lost in the theoretical quagmire. Most, it seems, 
are also uneducated. Daniel, welcome back.

The Six
 """,0
Stop being uncivil or you will be reported Niteshift.174.54.34.187,0
That sounds very interesting. Good luck with that.,0
"""

 Health Issues 

==Is the National Inquirer considered a valid source on Wiki??

On May 28, 2014, The National Enquirer reported that James Garner's health was failing rapidly and that he was battling severe depression in addition to the aftermath of his previous strokes. The article cited a source claiming that Garner had been scheduled to make a cameo appearance in a Rockford Files remake, starring Vince Vaughn, but that Garner was """"too ill to take part in the show"""""""" and that Garner felt he had """"nothing left to live for"""".

Just asking.   """,0
"Your new edit has now fully jogged my memory, the A-12 or SR-71 had a database of like 20 stars for the celestial navigation system that used a camera at the back of the aircraft. One was probably in the constellation of Cygnus for sure.",0
"#^$@ WIKI 

DONT GIVE A #^$@!! NO MORE SILENCE !!! NO MORE SENSORSHIP!! PISS OFF!",1
